,Rk,Tm,Year,Date,Time,LTime,Unnamed: 6,Opp,Week,G#,Day,Result,OT,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds.1,Rate
0,1,NOR,2015,2015-11-01,1:02,12:02,,NYG,8,8,Sun,W 52-49,,39,50,78.0,505,7,2,0,0,131.7
1,2,LAR,2019,2019-09-29,4:05,1:05,,TAM,4,4,Sun,L 40-55,,45,68,66.2,490,2,3,2,27,78.7
2,3,PIT,2017,2017-12-10,8:30,8:30,,BAL,14,13,Sun,W 39-38,,44,66,66.7,486,2,0,3,20,98.4
3,4,ATL,2016,2016-10-02,1:04,1:04,,CAR,4,4,Sun,W 48-33,,28,37,75.7,481,4,1,3,22,142.0
4,5,TAM,2019,2019-12-08,1:00,1:00,,IND,14,13,Sun,W 38-35,,35,49,71.4,467,4,3,1,7,103.0
5,6,PHI,2018,2018-12-23,1:00,1:00,,HOU,16,15,Sun,W 32-30,,35,50,70.0,462,4,1,1,9,117.2
6,7,NOR,2016,2016-10-16,1:03,12:03,,CAR,6,5,Sun,W 41-38,,34,49,69.4,460,4,1,1,5,117.7
7,8,LAR,2018,2018-09-27,8:20,5:20,,MIN,4,4,Thu,W 38-31,,26,34,76.5,456,5,0,1,9,157.5
8,9,SEA,2017,2017-10-29,4:05,1:05,,HOU,8,7,Sun,W 41-38,,26,41,63.4,446,4,1,2,6,122.6
9,10,PIT,2018,2018-09-16,1:00,1:00,,KAN,2,2,Sun,L 37-42,,39,60,65.0,442,3,0,1,10,103.6
10,11,ATL,2019,2019-10-27,1:00,1:00,,SEA,8,8,Sun,L 20-27,,39,52,75.0,441,1,1,2,19,98.3
11,12,DAL,2019,2019-10-06,4:25,3:25,,GNB,5,5,Sun,L 24-34,,27,44,61.4,441,2,3,3,22,81.7
12,13,NYG,2015,2015-10-11,8:31,8:31,,SFO,5,5,Sun,W 30-27,,41,54,75.9,441,3,1,0,0,110.2
13,14,IND,2018,2018-09-30,1:00,1:00,,HOU,4,4,Sun,L 34-37,OT,40,62,64.5,437,4,0,4,27,106.7
14,15,DAL,2018,2018-12-09,4:25,3:25,,PHI,14,13,Sun,W 29-23,OT,42,54,77.8,434,3,2,3,21,103.2
15,16,NOR,2018,2018-09-09,1:00,12:00,,TAM,1,1,Sun,L 40-48,,37,45,82.2,432,3,0,1,7,128.9
16,17,NYG,2017,2017-12-17,1:00,1:00,,PHI,15,14,Sun,L 29-34,,37,57,64.9,429,3,1,1,5,97.8
17,18,HOU,2019,2019-10-06,1:00,12:00,,ATL,5,5,Sun,W 53-32,,28,33,84.8,426,5,0,0,0,158.3
18,19,OAK,2018,2018-09-30,4:05,1:05,,CLE,4,4,Sun,W 45-42,OT,35,58,60.3,426,4,2,3,11,91.6
19,20,GNB,2019,2019-10-20,1:00,12:00,,OAK,7,7,Sun,W 42-24,,25,31,80.6,421,5,0,1,8,158.3
21,21,NOR,2016,2016-09-11,1:05,12:05,,OAK,1,1,Sun,L 34-35,,28,42,66.7,419,4,0,1,4,131.0
22,22,LAC,2018,2018-09-09,4:05,1:05,,KAN,1,1,Sun,L 28-38,,34,51,66.7,418,3,1,1,6,103.2
23,23,OAK,2017,2017-10-19,8:25,5:25,,KAN,7,7,Thu,W 31-30,,29,52,55.8,417,3,0,0,0,101.2
24,24,GNB,2019,2019-09-26,8:20,7:20,,PHI,4,4,Thu,L 27-34,,34,53,64.2,414,2,1,1,8,92.8
25,25,DAL,2015,2016-01-03,1:03,12:03,,WAS,17,16,Sun,L 23-34,,33,48,68.8,412,3,2,4,23,98.6
26,26,DET,2017,2017-10-29,8:30,8:30,,PIT,8,7,Sun,L 15-20,,27,45,60.0,411,0,0,2,12,90.1
27,27,SFO,2019,2019-11-17,4:05,1:05,,ARI,11,10,Sun,W 36-26,,34,45,75.6,408,4,2,2,16,113.9
28,28,MIA,2019,2019-12-22,1:00,1:00,,CIN,16,15,Sun,W 38-35,OT,31,52,59.6,406,4,1,2,13,101.9
29,29,SEA,2019,2019-09-22,4:25,1:25,,NOR,3,3,Sun,L 27-33,,32,50,64.0,406,2,0,0,0,102.6
30,30,DAL,2019,2019-09-08,4:25,3:25,,NYG,1,1,Sun,W 35-17,,25,32,78.1,405,4,0,0,0,158.3
31,31,GNB,2018,2018-10-15,8:15,7:15,,SFO,6,6,Mon,W 33-30,,25,46,54.3,405,2,0,3,20,98.6
32,32,ATL,2018,2018-09-30,1:00,1:00,,CIN,4,4,Sun,L 36-37,,29,39,74.4,403,3,0,3,16,132.7
33,33,NOR,2015,2015-12-27,4:05,3:05,,JAX,16,15,Sun,W 38-27,,25,36,69.4,402,3,0,1,10,134.3
34,34,PIT,2015,2015-11-08,1:02,1:02,,OAK,9,9,Sun,W 38-35,,28,50,56.0,402,2,1,1,11,87.2
35,35,NWE,2016,2016-12-12,8:30,8:30,,BAL,14,13,Mon,W 30-23,,25,38,65.8,401,3,1,1,5,116.2
36,36,PIT,2016,2016-11-13,4:25,4:25,,DAL,10,9,Sun,L 30-35,,37,46,80.4,400,3,0,1,8,124.6
37,37,PIT,2015,2015-11-15,1:04,1:04,,CLE,10,10,Sun,W 30-9,,25,37,67.6,399,3,1,1,3,119.1
38,38,TAM,2018,2018-11-11,1:00,1:00,,WAS,10,9,Sun,L 3-16,,29,41,70.7,398,0,2,2,8,81.1
39,39,NYG,2016,2016-10-16,1:02,1:02,,BAL,6,6,Sun,W 27-23,,32,46,69.6,397,3,2,1,6,99.6
40,40,ATL,2015,2015-11-01,1:02,1:02,,TAM,8,8,Sun,L 20-23,OT,37,45,82.2,395,2,1,1,2,108.8
42,41,DAL,2019,2019-11-10,8:20,7:20,,MIN,10,9,Sun,L 24-28,,28,47,59.6,393,3,1,1,4,99.0
43,42,SFO,2016,2016-11-06,4:05,1:05,,NOR,9,8,Sun,L 23-41,,24,39,61.5,393,2,1,1,5,101.8
44,43,TAM,2018,2018-09-16,1:00,1:00,,PHI,2,2,Sun,W 27-21,,27,33,81.8,393,4,1,2,9,143.2
45,44,TAM,2018,2018-09-24,8:15,8:15,,PIT,3,3,Mon,L 27-30,,30,50,60.0,392,3,3,3,19,79.7
46,45,DET,2015,2015-10-18,1:02,1:02,,CHI,6,6,Sun,W 37-34,OT,27,42,64.3,391,4,1,2,14,116.3
47,46,TAM,2016,2016-09-25,4:05,4:05,,LAR,3,3,Sun,L 32-37,,36,58,62.1,389,3,1,2,16,91.8
48,47,SDG,2015,2015-09-13,4:05,1:05,,DET,1,1,Sun,W 33-28,,34,41,82.9,387,2,2,2,16,101.9
49,48,BAL,2016,2016-12-04,1:00,1:00,,MIA,13,12,Sun,W 38-6,,37,50,74.0,386,4,1,0,0,114.2
50,49,LAC,2018,2018-11-18,4:05,1:05,,DEN,11,10,Sun,L 22-23,,28,43,65.1,384,2,2,3,17,89.7
51,50,ATL,2019,2019-12-22,1:00,1:00,,JAX,16,15,Sun,W 24-12,,32,45,71.1,383,1,2,1,1,85.7
52,51,MIA,2018,2018-10-14,1:00,1:00,,CHI,6,6,Sun,W 31-28,OT,28,44,63.6,380,3,2,0,0,94.9
53,52,LAC,2017,2017-12-31,4:25,1:25,,OAK,17,16,Sun,W 30-10,,28,37,75.7,380,3,0,1,7,135.0
54,53,DET,2015,2015-10-11,4:05,4:05,,ARI,5,5,Sun,L 17-42,,41,70,58.6,379,2,4,1,0,59.2
55,54,LAR,2018,2018-11-19,8:15,7:15,,KAN,11,11,Mon,W 54-51,,31,49,63.3,379,4,0,5,34,114.2
56,55,JAX,2018,2018-09-30,1:00,1:00,,NYJ,4,4,Sun,W 31-12,,29,38,76.3,377,2,1,2,11,113.6
57,56,JAX,2018,2018-09-16,4:25,4:25,,NWE,2,2,Sun,W 31-20,,29,45,64.4,376,4,1,0,0,111.0
58,57,NOR,2017,2017-11-19,1:00,12:00,,WAS,11,10,Sun,W 34-31,OT,29,41,70.7,375,2,1,2,10,105.2
59,58,PIT,2016,2016-10-09,1:02,1:02,,NYJ,5,5,Sun,W 31-13,,34,47,72.3,375,4,0,1,5,124.0
60,59,HOU,2018,2018-10-07,8:20,7:20,,DAL,5,5,Sun,W 19-16,OT,33,44,75.0,374,1,1,1,1,98.1
61,60,NOR,2018,2018-11-18,4:25,12:00,,PHI,11,10,Sun,W 48-7,,23,32,71.9,373,4,0,0,0,150.1
63,61,NOR,2019,2019-10-27,1:00,12:00,,ARI,8,8,Sun,W 31-9,,34,43,79.1,373,3,1,0,0,116.4
64,62,LAR,2019,2019-10-27,1:00,6:00,,CIN,8,8,Sun,W 24-10,,17,31,54.8,372,2,0,0,0,119.3
65,63,MIN,2017,2017-09-24,1:00,3:00,,TAM,3,3,Sun,W 34-17,,25,33,75.8,369,3,0,0,0,142.1
66,64,PIT,2015,2015-09-20,1:02,1:02,,SFO,2,2,Sun,W 43-18,,21,27,77.8,369,3,0,0,0,155.8
67,65,ATL,2017,2017-11-26,1:00,1:00,,TAM,12,11,Sun,W 34-20,,27,36,75.0,368,2,0,0,0,125.7
68,66,IND,2016,2016-09-11,4:27,4:27,,DET,1,1,Sun,L 35-39,,31,47,66.0,368,4,0,2,17,118.0
69,67,HOU,2018,2018-09-23,1:00,12:00,,NYG,3,3,Sun,L 22-27,,24,40,60.0,368,2,1,3,17,96.7
70,68,DEN,2017,2017-10-15,8:30,6:30,,NYG,6,5,Sun,L 10-23,,31,54,57.4,366,1,2,4,28,68.9
71,69,NWE,2019,2019-09-08,8:20,8:20,,PIT,1,1,Sun,W 33-3,,25,37,67.6,366,3,0,1,7,126.6
72,70,MIA,2017,2017-11-19,1:00,1:00,,TAM,11,10,Sun,L 20-30,,23,40,57.5,365,2,3,1,0,73.4
73,71,TAM,2019,2019-10-13,9:30,2:30,,CAR,6,6,Sun,L 26-37,,30,54,55.6,365,1,5,7,35,44.1
74,72,ATL,2019,2019-09-29,1:00,1:00,,TEN,4,4,Sun,L 10-24,,35,53,66.0,364,0,0,5,33,85.7
75,73,PIT,2015,2015-12-06,8:30,8:30,,IND,13,12,Sun,W 45-10,,24,39,61.5,364,4,0,0,0,126.4
76,74,WAS,2016,2016-11-20,8:30,8:30,,GNB,11,10,Sun,W 42-24,,21,30,70.0,364,3,0,2,11,144.3
77,75,ARI,2016,2016-11-13,4:25,2:25,,SFO,10,9,Sun,W 23-20,,30,49,61.2,363,1,2,2,13,73.8
78,76,KAN,2019,2019-09-22,1:00,12:00,,BAL,3,3,Sun,W 33-28,,27,37,73.0,363,3,0,1,11,130.8
79,77,SFO,2017,2017-12-17,4:25,1:25,,TEN,15,14,Sun,W 25-23,,31,43,72.1,363,1,0,3,18,105.1
80,78,HOU,2015,2015-10-08,8:26,7:26,,IND,5,5,Thu,L 20-27,,31,41,75.6,362,2,2,1,0,97.8
81,79,NOR,2019,2019-09-09,7:10,6:10,,HOU,1,1,Mon,W 30-28,,32,43,74.4,362,2,1,1,8,105.0
82,80,BAL,2015,2015-09-27,1:02,1:02,,CIN,3,3,Sun,L 24-28,,32,49,65.3,362,2,1,0,0,92.4
84,81,ATL,2018,2018-09-23,1:00,1:00,,NOR,3,3,Sun,L 37-43,OT,26,35,74.3,359,5,0,3,15,146.3
85,82,NOR,2016,2016-09-26,8:30,7:30,,ATL,3,3,Mon,L 32-45,,36,54,66.7,359,3,1,2,17,96.1
86,83,NWE,2016,2016-10-16,1:02,1:02,,CIN,6,6,Sun,W 35-17,,29,35,82.9,358,3,0,3,18,137.9
87,84,ATL,2018,2018-10-22,8:15,8:15,,NYG,7,7,Mon,W 23-20,,31,39,79.5,356,1,0,3,23,113.2
88,85,DAL,2015,2015-09-13,8:31,7:31,,NYG,1,1,Sun,W 27-26,,36,45,80.0,356,3,2,0,0,103.3
89,86,WAS,2017,2017-09-24,8:30,8:30,,OAK,3,3,Sun,W 27-10,,25,30,83.3,356,3,0,1,9,149.4
90,87,NOR,2015,2015-11-08,1:02,12:02,,TEN,9,9,Sun,L 28-34,OT,28,39,71.8,355,3,1,4,32,114.8
91,88,TAM,2019,2019-09-22,4:05,4:05,,NYG,3,3,Sun,L 31-32,,23,37,62.2,355,3,1,4,25,109.6
92,89,CHI,2016,2016-12-18,1:00,12:00,,GNB,15,14,Sun,L 27-30,,30,43,69.8,354,2,3,1,8,81.0
93,90,PIT,2015,2015-12-20,4:25,4:25,,DEN,15,14,Sun,W 34-27,,40,55,72.7,354,3,2,3,26,92.5
94,91,SDG,2015,2015-10-12,8:30,5:30,,PIT,5,5,Mon,L 20-24,,35,48,72.9,354,2,1,2,11,98.8
95,92,CAR,2016,2016-09-18,1:03,1:03,,SFO,2,2,Sun,W 46-27,,24,40,60.0,353,4,1,1,0,111.8
96,93,IND,2018,2018-12-23,1:00,1:00,,NYG,16,15,Sun,W 28-27,,31,47,66.0,353,2,1,1,4,93.7
97,94,KAN,2018,2018-10-21,8:20,12:00,,CIN,7,7,Sun,W 45-10,,28,39,71.8,353,4,1,2,5,123.1
98,95,NYG,2016,2016-09-18,1:03,1:03,,NOR,2,2,Sun,W 16-13,,32,41,78.0,353,0,0,2,15,102.5
99,96,PHI,2015,2015-11-15,1:05,1:05,,MIA,10,9,Sun,L 19-20,,33,48,68.8,353,1,1,4,39,88.3
100,97,PHI,2015,2015-12-26,8:26,8:26,,WAS,16,15,Sat,L 24-38,,37,56,66.1,353,1,0,5,27,89.4
101,98,DET,2019,2019-10-20,1:00,1:00,,MIN,7,6,Sun,L 30-42,,30,45,66.7,352,4,1,2,12,110.6
102,99,MIA,2019,2019-12-01,1:00,1:00,,PHI,13,12,Sun,W 37-31,,28,40,70.0,351,4,1,3,15,119.9
103,100,OAK,2015,2015-09-20,4:05,1:05,,BAL,2,2,Sun,W 37-33,,30,46,65.2,351,3,1,1,0,100.9
0,101,PHI,2015,2015-12-20,8:31,8:31,,ARI,15,14,Sun,L 17-40,,28,41,68.3,350,2,2,2,11,90.5
1,102,PHI,2018,2018-11-11,8:20,8:20,,DAL,10,9,Sun,L 20-27,,32,44,72.7,350,2,1,2,10,101.5
2,103,LAR,2018,2018-09-23,4:05,1:05,,LAC,3,3,Sun,W 35-23,,29,36,80.6,350,3,1,1,4,123.4
3,104,SFO,2015,2016-01-03,4:25,1:25,,STL,17,16,Sun,W 19-16,OT,28,44,63.6,350,1,1,1,4,86.4
4,105,WAS,2016,2016-09-18,1:03,1:03,,DAL,2,2,Sun,L 23-27,,28,46,60.9,350,1,1,2,14,82.7
5,106,NOR,2018,2018-10-08,8:15,7:15,,WAS,5,5,Mon,W 43-19,,26,29,89.7,349,3,0,2,14,151.3
6,107,NOR,2019,2019-12-08,1:00,12:00,,SFO,14,13,Sun,L 46-48,,29,41,70.7,349,5,0,0,0,136.1
7,108,CHI,2018,2018-11-11,1:00,12:00,,DET,10,9,Sun,W 34-22,,23,30,76.7,348,3,0,1,7,147.6
8,109,KAN,2018,2018-12-09,1:00,12:00,,BAL,14,13,Sun,W 27-24,OT,35,53,66.0,348,2,1,3,29,89.2
9,110,NOR,2017,2017-09-17,1:00,12:00,,NWE,2,2,Sun,L 20-36,,27,45,60.0,348,2,0,1,8,99.1
10,111,ATL,2018,2018-10-14,1:00,1:00,,TAM,6,6,Sun,W 34-29,,31,41,75.6,347,3,0,1,8,124.7
11,112,CLE,2018,2018-12-23,1:00,1:00,,CIN,16,15,Sun,W 26-18,,28,38,73.7,347,3,0,0,0,127.9
12,113,JAX,2019,2019-09-08,1:00,1:00,,KAN,1,1,Sun,L 26-40,,27,33,81.8,347,3,1,1,3,128.2
13,114,SDG,2015,2015-10-04,4:05,1:05,,CLE,4,4,Sun,W 30-27,,23,38,60.5,347,3,0,2,11,116.9
14,115,SEA,2019,2019-11-03,4:05,1:05,,TAM,9,9,Sun,W 40-34,OT,29,43,67.4,347,5,0,3,31,130.7
15,116,NOR,2016,2016-11-27,1:00,12:00,,LAR,12,11,Sun,W 49-21,,29,37,78.4,346,5,0,2,14,145.2
16,117,NOR,2018,2018-11-04,4:25,3:25,,LAR,9,8,Sun,W 45-35,,25,36,69.4,346,4,0,0,0,137.0
17,118,NWE,2015,2015-09-27,1:06,1:06,,JAX,3,3,Sun,W 51-17,,33,42,78.6,346,2,0,2,12,116.9
18,119,NOR,2019,2019-10-06,1:00,12:00,,TAM,5,5,Sun,W 31-24,,28,36,77.8,345,4,1,0,0,132.1
19,120,TEN,2015,2015-09-27,1:03,12:03,,IND,3,3,Sun,L 33-35,,27,44,61.4,345,2,2,3,22,82.1
21,121,LAC,2019,2019-11-18,8:15,7:15,,KAN,11,11,Mon,L 17-24,,28,52,53.8,345,1,4,2,8,49.0
22,122,TAM,2017,2017-12-31,4:25,1:00,,NOR,17,16,Sun,W 31-24,,28,51,54.9,345,1,3,2,18,58.0
23,123,CHI,2018,2018-09-30,1:00,12:00,,TAM,4,4,Sun,W 48-10,,19,26,73.1,344,6,0,1,10,154.6
24,124,MIA,2015,2016-01-03,1:02,1:02,,NWE,17,16,Sun,W 20-10,,25,38,65.8,342,2,0,1,8,112.0
25,125,NWE,2015,2015-10-29,8:26,8:26,,MIA,8,7,Thu,W 36-7,,26,38,68.4,342,4,0,2,14,131.7
26,126,NYG,2015,2015-11-15,4:31,4:31,,NWE,10,10,Sun,L 26-27,,24,44,54.5,342,2,0,3,19,95.1
27,127,LAR,2018,2018-09-16,4:05,1:05,,ARI,2,2,Sun,W 34-0,,24,32,75.0,342,1,1,2,12,106.5
28,128,LAC,2017,2017-10-01,4:05,1:05,,PHI,4,4,Sun,L 24-26,,22,38,57.9,342,2,0,2,5,105.4
29,129,TAM,2018,2018-10-21,1:00,1:00,,CLE,7,6,Sun,W 26-23,OT,32,52,61.5,342,0,2,4,23,64.7
30,130,MIN,2017,2017-09-11,7:10,9:10,,NOR,1,1,Mon,W 29-19,,27,32,84.4,341,3,0,1,5,142.3
31,131,NWE,2018,2018-10-04,8:20,8:20,,IND,5,5,Thu,W 38-24,,34,44,77.3,341,3,2,0,0,102.6
32,132,PIT,2017,2017-11-26,8:30,8:30,,GNB,12,11,Sun,W 31-28,,33,45,73.3,341,4,2,1,10,105.9
33,133,TAM,2018,2018-12-30,1:00,1:00,,ATL,17,16,Sun,L 32-34,,22,35,62.9,341,4,1,1,4,121.3
34,134,ARI,2019,2019-10-13,4:05,2:05,,ATL,6,6,Sun,W 34-33,,27,37,73.0,340,3,0,0,0,128.2
35,135,DEN,2015,2015-11-01,8:30,6:30,,GNB,8,7,Sun,W 29-10,,21,29,72.4,340,0,1,0,0,96.9
36,136,DEN,2016,2016-11-27,8:30,6:30,,KAN,12,11,Sun,L 27-30,OT,20,34,58.8,340,3,0,5,28,122.2
37,137,CLE,2016,2016-10-30,1:02,1:02,,NYJ,8,8,Sun,L 28-31,,27,51,52.9,339,2,2,1,6,70.6
38,138,LAR,2017,2017-11-12,4:05,1:05,,HOU,10,9,Sun,W 33-7,,26,38,68.4,339,3,0,3,22,122.6
39,139,TAM,2019,2019-11-10,1:00,1:00,,ARI,10,9,Sun,W 30-27,,30,48,62.5,339,1,2,4,19,73.2
40,140,MIN,2018,2018-10-28,8:20,10:20,,NOR,8,8,Sun,L 20-30,,31,41,75.6,338,2,1,4,21,105.5
42,141,IND,2018,2018-11-25,4:25,1:00,,MIA,12,11,Sun,W 27-24,,31,38,81.6,337,3,2,1,10,108.0
43,142,NWE,2015,2015-10-25,1:02,1:02,,NYJ,7,6,Sun,W 30-23,,34,54,63.0,337,2,0,3,18,92.9
44,143,NWE,2017,2017-09-24,1:00,1:00,,HOU,3,3,Sun,W 36-33,,25,35,71.4,337,5,0,5,41,141.3
45,144,NYG,2016,2016-09-25,1:02,1:02,,WAS,3,3,Sun,L 27-29,,25,38,65.8,337,1,2,2,13,80.7
46,145,SEA,2015,2015-11-29,4:26,1:26,,PIT,12,11,Sun,W 39-30,,21,30,70.0,336,5,0,2,9,146.7
47,146,NOR,2015,2015-10-04,8:30,7:30,,DAL,4,4,Sun,W 26-20,OT,33,41,80.5,335,2,0,3,24,117.0
48,147,LAC,2017,2017-12-03,4:05,1:05,,CLE,13,12,Sun,W 19-10,,31,43,72.1,335,1,0,1,9,102.4
49,148,ARI,2015,2015-10-04,4:25,1:25,,STL,4,4,Sun,L 22-24,,29,46,63.0,334,1,1,4,18,83.1
50,149,NYJ,2017,2017-10-15,1:00,1:00,,NWE,6,6,Sun,L 17-24,,31,47,66.0,334,2,2,4,20,83.1
51,150,PHI,2015,2015-10-11,1:04,1:04,,NOR,5,5,Sun,W 39-17,,32,45,71.1,333,2,2,0,0,88.5
52,151,OAK,2015,2015-11-01,4:05,1:05,,NYJ,8,7,Sun,W 34-20,,23,36,63.9,333,4,0,0,0,130.9
53,152,LAC,2018,2018-10-07,4:05,1:05,,OAK,5,5,Sun,W 26-10,,22,27,81.5,333,2,0,1,6,142.7
54,153,CIN,2016,2016-12-04,1:00,1:00,,PHI,13,12,Sun,W 32-14,,23,31,74.2,332,2,0,0,0,130.0
55,154,DET,2016,2017-01-01,8:30,8:30,,GNB,17,16,Sun,L 24-31,,26,41,63.4,332,2,1,2,15,94.8
56,155,MIA,2018,2018-09-23,1:00,1:00,,OAK,3,3,Sun,W 28-20,,18,24,75.0,332,4,0,1,9,156.2
57,156,JAX,2016,2016-12-24,1:00,1:00,,TEN,16,15,Sat,W 38-17,,27,39,69.2,331,2,0,2,14,112.2
58,157,NYJ,2017,2017-12-03,1:00,1:00,,KAN,13,12,Sun,W 38-31,,26,36,72.2,331,1,0,0,0,109.8
59,158,JAX,2017,2017-12-03,1:00,1:00,,IND,13,12,Sun,W 30-10,,27,36,75.0,330,2,0,1,8,121.3
60,159,KAN,2016,2016-09-11,1:05,12:05,,SDG,1,1,Sun,W 33-27,OT,34,48,70.8,330,2,1,3,33,95.0
61,160,NOR,2015,2015-12-21,8:30,7:30,,DET,15,14,Mon,L 27-35,,34,52,65.4,330,3,0,1,11,102.2
63,161,TAM,2019,2019-12-21,1:00,1:00,,HOU,16,15,Sat,L 20-23,,25,48,52.1,329,1,4,3,6,46.3
64,162,WAS,2016,2016-09-12,7:11,7:11,,PIT,1,1,Mon,L 16-38,,30,43,69.8,329,0,2,0,0,72.7
65,163,ATL,2015,2016-01-03,1:02,1:02,,NOR,17,16,Sun,L 17-20,,24,36,66.7,327,2,1,1,7,102.4
66,164,KAN,2019,2019-12-15,1:00,12:00,,DEN,15,14,Sun,W 23-3,,27,34,79.4,327,2,1,3,13,114.1
67,165,NWE,2018,2018-10-14,8:20,8:20,,KAN,6,6,Sun,W 43-40,,24,35,68.6,327,1,0,2,13,107.7
68,166,TEN,2018,2018-09-30,1:00,12:00,,PHI,4,4,Sun,W 26-23,OT,30,43,69.8,327,2,1,3,17,97.7
69,167,LAR,2017,2017-11-26,4:25,1:05,,NOR,12,11,Sun,W 26-20,,28,44,63.6,327,2,1,4,27,91.8
70,168,SDG,2015,2015-10-25,4:05,1:05,,OAK,7,7,Sun,L 29-37,,38,58,65.5,327,3,2,1,9,83.0
71,169,JAX,2017,2017-12-17,1:00,1:00,,HOU,15,14,Sun,W 45-7,,21,29,72.4,326,3,0,1,0,143.7
72,170,NYJ,2019,2019-10-13,4:25,4:25,,DAL,6,5,Sun,W 24-22,,23,32,71.9,326,2,1,2,12,112.2
73,171,SFO,2015,2015-10-18,4:25,1:25,,BAL,6,6,Sun,W 25-20,,16,27,59.3,326,2,0,3,14,126.5
74,172,TAM,2016,2016-11-03,8:25,8:25,,ATL,9,8,Thu,L 28-43,,33,48,68.8,326,4,0,2,10,115.5
75,173,GNB,2015,2015-09-28,8:30,7:30,,KAN,3,3,Mon,W 38-28,,24,35,68.6,325,5,0,1,8,137.5
76,174,GNB,2015,2015-11-15,1:04,12:04,,DET,10,9,Sun,L 16-18,,35,61,57.4,325,2,0,3,8,83.0
77,175,MIN,2018,2018-11-25,8:20,10:20,,GNB,12,11,Sun,W 24-17,,29,38,76.3,325,3,0,2,17,127.6
78,176,MIN,2019,2019-10-13,1:00,3:00,,PHI,6,6,Sun,W 38-20,,22,29,75.9,325,4,1,1,8,137.2
79,177,LAR,2018,2018-12-16,8:20,5:20,,PHI,15,14,Sun,L 23-30,,35,54,64.8,325,0,1,2,14,73.5
80,178,WAS,2017,2017-10-15,1:00,1:00,,SFO,6,5,Sun,W 26-24,,25,37,67.6,325,2,1,1,5,101.7
81,179,DEN,2018,2018-09-09,4:25,2:25,,SEA,1,1,Sun,W 27-24,,25,39,64.1,324,3,3,1,5,83.7
82,180,NWE,2015,2015-12-06,4:25,4:25,,PHI,13,12,Sun,L 28-35,,30,57,52.6,324,3,2,4,24,72.6
84,181,ATL,2016,2017-01-01,4:25,4:25,,NOR,17,16,Sun,W 38-32,,27,36,75.0,323,4,0,1,8,139.0
85,182,CIN,2017,2017-10-08,1:00,1:00,,BUF,5,5,Sun,W 20-16,,22,36,61.1,323,1,2,1,5,76.5
86,183,DAL,2019,2019-11-28,4:30,3:30,,BUF,13,12,Thu,L 15-26,,32,49,65.3,323,2,1,4,32,89.1
87,184,NYJ,2018,2018-12-23,1:00,1:00,,GNB,16,15,Sun,L 38-44,OT,24,35,68.6,323,3,0,2,18,126.2
88,185,LAC,2017,2017-09-17,4:05,1:05,,MIA,2,2,Sun,L 17-19,,31,39,79.5,323,1,0,1,8,109.7
89,186,TAM,2017,2017-10-01,4:05,4:05,,NYG,4,3,Sun,W 25-23,,22,38,57.9,323,3,0,1,9,112.1
90,187,ATL,2016,2016-09-11,1:05,1:05,,TAM,1,1,Sun,L 24-31,,27,39,69.2,322,2,0,3,12,111.3
91,188,DET,2015,2015-11-26,12:35,12:35,,PHI,12,11,Thu,W 45-14,,27,38,71.1,322,5,0,2,15,136.2
92,189,CIN,2015,2015-10-04,1:03,1:03,,KAN,4,4,Sun,W 36-21,,17,24,70.8,321,1,0,0,0,127.1
93,190,CIN,2015,2015-12-13,1:02,1:02,,PIT,14,13,Sun,L 20-33,,25,37,67.6,321,2,3,3,18,78.8
94,191,IND,2019,2019-10-20,1:00,1:00,,HOU,7,6,Sun,W 30-23,,26,40,65.0,321,4,0,1,5,123.0
95,192,CLE,2019,2019-11-24,1:00,1:00,,MIA,12,11,Sun,W 41-24,,24,34,70.6,320,3,1,1,7,117.3
96,193,NYJ,2018,2018-09-16,1:00,1:00,,MIA,2,2,Sun,L 12-20,,25,41,61.0,320,1,2,3,14,73.2
97,194,CHI,2018,2018-10-21,1:00,12:00,,NWE,7,6,Sun,L 31-38,,26,50,52.0,319,2,2,2,14,68.7
98,195,NOR,2016,2016-12-04,1:00,12:00,,DET,13,12,Sun,L 13-28,,31,44,70.5,319,0,3,1,7,62.6
99,196,PIT,2018,2018-11-08,8:20,8:20,,CAR,10,9,Thu,W 52-21,,23,27,85.2,319,5,0,1,6,155.5
100,197,TAM,2017,2017-10-05,8:25,8:25,,NWE,5,4,Thu,L 14-19,,26,46,56.5,319,1,0,2,15,85.3
101,198,CHI,2016,2016-12-24,1:00,12:00,,WAS,16,15,Sat,L 21-41,,24,40,60.0,318,2,5,1,5,62.3
102,199,JAX,2015,2015-11-29,1:03,1:03,,SDG,12,11,Sun,L 25-31,,30,49,61.2,318,2,1,2,11,85.2
103,200,BUF,2016,2016-12-24,1:00,1:00,,MIA,16,15,Sat,L 31-34,OT,26,39,66.7,317,3,0,2,12,117.1
0,201,IND,2016,2016-09-25,4:25,4:25,,SDG,3,3,Sun,W 26-22,,24,37,64.9,317,1,1,2,14,89.6
1,202,ARI,2017,2017-10-01,4:05,2:05,,SFO,4,4,Sun,W 18-15,OT,33,51,64.7,317,1,1,6,40,80.3
2,203,NWE,2017,2017-10-29,1:00,1:00,,LAC,8,8,Sun,W 21-13,,32,47,68.1,317,1,0,3,16,94.0
3,204,CHI,2016,2016-11-27,1:00,12:00,,TEN,12,11,Sun,L 21-27,,28,54,51.9,316,3,2,0,0,72.8
