,Rk,Tm,Year,Date,Time,LTime,Unnamed: 6,Opp,Week,G#,Day,Result,OT,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds.1,Rate
19,1120,SFO,2018,2018-09-16,4:05,1:05,,DET,2,2,Sun,W 30-27,,18,26,69.2,156,2,0,6,50,110.4
21,1121,SFO,2019,2019-10-27,4:05,1:05,,CAR,8,7,Sun,W 51-13,,18,22,81.8,156,2,1,3,19,107.6
22,1122,WAS,2016,2016-10-02,1:05,1:05,,CLE,4,4,Sun,W 31-20,,21,27,77.8,156,3,1,3,27,112.3
23,1123,WAS,2018,2018-10-14,1:00,1:00,,CAR,6,5,Sun,W 23-17,,21,36,58.3,156,2,0,3,7,87.3
24,1124,BUF,2019,2019-10-27,1:00,1:00,,PHI,8,7,Sun,L 13-31,,16,34,47.1,155,2,0,4,14,79.9
25,1125,DEN,2017,2017-10-01,4:25,2:25,,OAK,4,4,Sun,W 16-10,,16,26,61.5,155,1,0,4,24,91.0
26,1126,HOU,2016,2016-12-24,8:25,7:25,,CIN,16,15,Sat,W 12-10,,18,29,62.1,155,0,0,4,21,76.1
27,1127,MIN,2018,2018-11-04,1:00,3:00,,DET,9,9,Sun,W 24-9,,18,22,81.8,155,1,1,1,9,92.2
28,1128,NYJ,2019,2019-09-08,1:00,1:00,,BUF,1,1,Sun,L 16-17,,28,41,68.3,155,1,0,4,20,82.9
29,1129,BAL,2017,2017-11-27,8:30,8:30,,HOU,12,11,Mon,W 23-16,,21,33,63.6,155,0,0,1,8,74.7
30,1130,BUF,2015,2015-11-08,1:02,1:02,,MIA,9,8,Sun,W 33-17,,11,12,91.7,154,1,0,3,27,146.5
31,1131,ARI,2018,2018-10-18,8:20,6:20,,DEN,7,7,Thu,L 10-45,,21,39,53.8,154,1,3,6,40,39.9
32,1132,DAL,2017,2017-12-24,4:25,3:25,,SEA,16,15,Sun,L 12-21,,21,34,61.8,154,0,2,4,27,47.9
33,1133,WAS,2018,2018-11-18,1:00,1:00,,HOU,11,10,Sun,L 21-23,,18,39,46.2,154,1,2,5,35,44.2
34,1134,DAL,2018,2018-12-23,1:00,12:00,,TAM,16,15,Sun,W 27-20,,20,25,80.0,152,1,0,1,9,105.3
35,1135,DEN,2015,2015-11-15,4:30,2:30,,KAN,10,9,Sun,L 13-29,,19,44,43.2,152,1,5,5,29,20.5
36,1136,BUF,2016,2016-11-27,1:00,1:00,,JAX,12,11,Sun,W 28-21,,12,18,66.7,151,1,0,5,15,111.1
37,1137,CIN,2019,2019-12-15,1:00,1:00,,NWE,15,14,Sun,L 13-34,,17,31,54.8,151,1,4,0,0,39.2
38,1138,JAX,2019,2019-10-13,1:00,1:00,,NOR,6,6,Sun,L 6-13,,14,29,48.3,151,0,1,2,12,49.6
39,1139,MIN,2015,2015-09-20,1:03,12:03,,DET,2,2,Sun,W 26-16,,14,18,77.8,151,1,0,1,2,120.1
40,1140,CIN,2019,2019-11-10,1:00,1:00,,BAL,10,9,Sun,L 13-49,,16,30,53.3,150,1,1,2,17,64.6
42,1141,CLE,2018,2018-09-09,1:00,1:00,,PIT,1,1,Sun,T 21-21,OT,15,40,37.5,150,1,1,7,47,46.9
43,1142,DEN,2015,2015-09-13,4:25,2:25,,BAL,1,1,Sun,W 19-13,,24,40,60.0,150,0,1,4,25,57.3
44,1143,KAN,2015,2016-01-03,4:26,3:26,,OAK,17,16,Sun,W 23-17,,15,25,60.0,150,2,2,1,9,70.4
45,1144,MIN,2015,2015-12-27,8:30,7:30,,NYG,16,15,Sun,W 49-17,,15,25,60.0,150,1,0,3,18,90.4
46,1145,TEN,2019,2019-10-06,1:00,12:00,,BUF,5,5,Sun,L 7-14,,13,22,59.1,150,0,0,5,33,79.7
47,1146,STL,2015,2015-10-25,1:00,12:00,,CLE,7,6,Sun,W 24-6,,15,23,65.2,150,0,0,2,13,83.6
48,1147,CAR,2018,2018-12-17,8:15,8:15,,NOR,15,14,Mon,L 9-12,,17,30,56.7,149,1,1,4,32,67.2
49,1148,MIA,2016,2016-10-09,1:02,1:02,,TEN,5,5,Sun,L 17-30,,12,18,66.7,149,0,2,6,42,52.5
50,1149,NOR,2019,2019-09-29,8:20,7:20,,DAL,4,4,Sun,W 12-10,,23,30,76.7,149,0,1,5,44,72.8
51,1150,PHI,2017,2017-12-31,1:00,1:00,,DAL,17,16,Sun,L 0-6,,23,34,67.6,149,0,1,3,24,64.5
52,1151,LAR,2017,2017-12-31,4:25,1:25,,SFO,17,16,Sun,L 13-34,,20,34,58.8,149,0,0,3,20,69.4
53,1152,SDG,2015,2015-11-22,4:05,1:05,,KAN,11,10,Sun,L 3-33,,19,30,63.3,149,0,1,3,29,61.7
54,1153,MIN,2015,2015-11-08,1:02,12:02,,STL,9,8,Sun,W 21-18,OT,15,27,55.6,148,0,1,1,11,55.8
55,1154,CAR,2018,2018-09-23,1:00,1:00,,CIN,3,3,Sun,W 31-21,,15,24,62.5,147,2,0,1,3,107.5
56,1155,CIN,2015,2016-01-03,1:02,1:02,,BAL,17,16,Sun,W 24-16,,17,27,63.0,147,2,0,3,13,101.9
57,1156,NYG,2019,2019-10-06,1:00,1:00,,MIN,5,5,Sun,L 10-28,,21,38,55.3,147,1,1,4,35,62.1
58,1157,LAC,2018,2018-12-22,8:20,5:20,,BAL,16,15,Sat,L 10-22,,23,37,62.2,147,0,2,4,34,47.9
59,1158,BUF,2019,2019-11-03,1:00,1:00,,WAS,9,8,Sun,W 24-9,,14,20,70.0,146,1,0,2,14,107.5
60,1159,CAR,2016,2016-12-11,1:00,1:00,,SDG,14,13,Sun,W 28-16,,10,27,37.0,146,1,1,2,14,52.4
61,1160,CAR,2018,2018-09-09,4:25,4:25,,DAL,1,1,Sun,W 16-8,,17,26,65.4,146,0,0,3,15,80.0
63,1161,CIN,2016,2016-12-18,1:00,1:00,,PIT,15,14,Sun,L 20-24,,16,27,59.3,146,0,1,1,11,58.6
64,1162,TEN,2017,2017-12-03,1:00,12:00,,HOU,13,12,Sun,W 24-13,,15,23,65.2,146,1,0,2,4,97.4
65,1163,TEN,2019,2019-11-10,1:00,12:00,,KAN,10,10,Sun,W 35-32,,13,19,68.4,146,2,0,4,35,126.2
66,1164,STL,2015,2015-12-06,1:00,12:00,,ARI,13,12,Sun,L 3-27,,15,35,42.9,146,0,1,0,0,43.3
67,1165,CHI,2019,2019-11-10,1:00,12:00,,DET,10,9,Sun,W 20-13,,16,23,69.6,145,3,0,5,28,125.9
68,1166,ARI,2018,2018-09-09,4:25,2:25,,WAS,1,1,Sun,L 6-24,,20,34,58.8,145,0,1,2,8,56.6
69,1167,JAX,2018,2018-09-23,1:00,1:00,,TEN,3,3,Sun,L 6-9,,21,34,61.8,145,0,0,3,10,71.3
70,1168,MIN,2016,2016-11-20,1:00,3:00,,ARI,11,10,Sun,W 30-24,,20,28,71.4,145,1,0,2,24,95.1
71,1169,CIN,2017,2017-09-10,1:00,1:00,,BAL,1,1,Sun,L 0-20,,16,31,51.6,144,0,4,5,26,24.9
72,1170,WAS,2019,2019-11-24,1:00,1:00,,DET,12,11,Sun,W 19-16,,13,30,43.3,144,0,1,3,12,44.3
73,1171,TAM,2016,2016-10-02,4:05,4:05,,DEN,4,4,Sun,L 7-27,,17,35,48.6,143,0,2,5,36,35.8
74,1172,HOU,2018,2018-10-14,1:00,12:00,,BUF,6,6,Sun,W 20-13,,15,26,57.7,142,1,2,7,35,53.7
75,1173,MIA,2019,2019-09-15,1:00,1:00,,NWE,2,2,Sun,L 0-43,,18,39,46.2,142,0,4,7,44,16.1
76,1174,CAR,2017,2017-12-24,1:00,1:00,,TAM,16,15,Sun,W 22-19,,16,26,61.5,140,0,1,2,20,59.8
77,1175,IND,2015,2015-12-20,1:02,1:02,,HOU,15,14,Sun,L 10-16,,18,32,56.3,140,1,1,3,20,64.6
78,1176,MIA,2015,2015-11-22,1:03,1:03,,DAL,11,10,Sun,L 14-24,,13,24,54.2,140,2,1,3,48,81.9
79,1177,PHI,2016,2016-10-23,1:02,1:02,,MIN,7,6,Sun,W 21-10,,16,28,57.1,138,1,2,0,0,52.4
80,1178,PHI,2017,2017-12-25,8:30,8:30,,OAK,16,15,Mon,W 19-10,,19,38,50.0,138,1,1,2,25,56.7
81,1179,DET,2018,2018-12-23,1:00,1:00,,MIN,16,15,Sun,L 9-27,,23,43,53.5,137,0,0,3,24,59.9
82,1180,HOU,2019,2019-09-15,1:00,12:00,,JAX,2,2,Sun,W 13-12,,16,29,55.2,137,0,0,4,22,67.7
84,1181,MIA,2016,2016-11-06,1:00,1:00,,NYJ,9,8,Sun,W 27-23,,17,29,58.6,137,1,0,1,12,82.1
85,1182,NYJ,2017,2017-11-02,8:25,8:25,,BUF,9,9,Thu,W 34-21,,14,20,70.0,137,1,0,1,3,105.6
86,1183,OAK,2017,2017-10-08,4:05,1:05,,BAL,5,5,Sun,L 17-30,,13,26,50.0,137,1,0,3,22,78.5
87,1184,CLE,2017,2017-12-17,1:00,1:00,,BAL,15,14,Sun,L 10-27,,20,37,54.1,136,0,2,2,10,39.9
88,1185,IND,2017,2017-10-22,1:00,1:00,,JAX,7,7,Sun,L 0-27,,22,37,59.5,136,0,0,10,64,66.9
89,1186,BAL,2018,2018-11-18,1:00,1:00,,CIN,11,10,Sun,W 24-21,,13,19,68.4,136,0,1,3,14,67.0
90,1187,SFO,2016,2016-10-06,8:27,5:27,,ARI,5,5,Thu,L 21-33,,18,31,58.1,135,1,2,7,27,52.5
91,1188,CLE,2017,2017-11-19,1:00,1:00,,JAX,11,10,Sun,L 7-19,,16,32,50.0,134,1,2,5,45,45.6
92,1189,DEN,2019,2019-10-17,8:20,6:20,,KAN,7,7,Thu,L 6-30,,21,34,61.8,134,0,0,9,79,70.0
93,1190,DEN,2019,2019-12-01,4:25,2:25,,LAC,13,12,Sun,W 23-20,,18,28,64.3,134,2,1,0,0,84.5
94,1191,DET,2019,2019-12-29,1:00,1:00,,GNB,17,16,Sun,L 20-23,,13,30,43.3,134,1,1,1,7,54.0
95,1192,KAN,2015,2015-11-01,9:36,2:36,,DET,8,8,Sun,W 45-10,,20,28,71.4,134,2,0,3,15,105.4
96,1193,CHI,2019,2019-12-22,8:20,7:20,,KAN,16,15,Sun,L 3-26,,18,34,52.9,133,0,0,3,24,62.5
97,1194,TEN,2016,2017-01-01,1:00,12:00,,HOU,17,16,Sun,W 24-17,,16,26,61.5,133,1,1,4,17,71.5
98,1195,SEA,2019,2019-12-22,4:25,1:25,,ARI,16,15,Sun,L 13-27,,16,31,51.6,133,1,0,5,36,73.7
99,1196,JAX,2018,2018-12-02,1:00,1:00,,IND,13,12,Sun,W 6-0,,18,24,75.0,132,0,0,3,18,87.5
100,1197,NYG,2017,2017-10-22,4:25,4:25,,SEA,7,7,Sun,L 7-24,,19,39,48.7,131,1,0,1,3,65.2
101,1198,BUF,2017,2017-11-12,1:00,1:00,,NOR,10,9,Sun,L 10-47,,16,28,57.1,129,1,1,2,6,65.9
102,1199,CAR,2017,2017-11-05,1:00,1:00,,ATL,9,9,Sun,W 20-17,,13,24,54.2,129,0,0,1,8,69.6
103,1200,CAR,2017,2017-12-10,1:00,1:00,,MIN,14,13,Sun,W 31-24,,13,25,52.0,129,1,1,2,8,63.6
0,1201,GNB,2018,2018-12-30,1:00,12:00,,DET,17,16,Sun,L 0-31,,19,40,47.5,129,0,1,3,29,44.7
1,1202,ARI,2018,2018-11-18,4:05,2:05,,OAK,11,10,Sun,L 21-23,,9,20,45.0,128,3,2,1,8,66.2
2,1203,HOU,2019,2019-09-29,1:00,12:00,,CAR,4,4,Sun,L 10-16,,21,34,61.8,128,0,1,6,32,57.0
3,1204,MIA,2017,2017-10-01,9:30,2:30,,NOR,4,3,Sun,L 0-20,,20,28,71.4,128,0,1,4,36,65.8
4,1205,BAL,2018,2018-12-16,1:00,1:00,,TAM,15,14,Sun,W 20-12,,14,23,60.9,128,1,0,2,3,90.5
5,1206,CLE,2016,2016-12-24,1:00,1:00,,SDG,16,15,Sat,W 20-17,,19,28,67.9,127,0,0,9,48,77.5
6,1207,ARI,2019,2019-09-22,4:05,2:05,,CAR,3,3,Sun,L 20-38,,30,43,69.8,127,2,2,8,46,68.8
7,1208,GNB,2017,2017-12-23,8:30,7:30,,MIN,16,15,Sat,L 0-16,,17,40,42.5,126,0,2,1,4,29.8
8,1209,MIN,2019,2019-12-29,1:00,3:00,,CHI,17,16,Sun,L 19-21,,12,21,57.1,126,0,2,0,0,35.1
9,1210,IND,2019,2019-11-17,1:00,1:00,,JAX,11,10,Sun,W 33-13,,15,24,62.5,125,1,1,3,23,72.4
10,1211,ARI,2017,2017-12-10,4:05,2:05,,TEN,14,13,Sun,W 12-7,,17,26,65.4,125,0,0,8,53,76.6
11,1212,LAR,2016,2016-11-20,4:05,1:05,,MIA,11,10,Sun,L 10-14,,17,31,54.8,125,0,0,1,9,64.6
12,1213,ARI,2019,2019-12-01,4:05,2:05,,LAR,13,12,Sun,L 7-34,,19,34,55.9,124,0,1,6,39,51.6
13,1214,CIN,2018,2018-12-16,1:00,1:00,,OAK,15,14,Sun,W 30-16,,14,33,42.4,123,1,1,1,7,50.4
14,1215,KAN,2015,2015-12-27,1:03,12:03,,CLE,16,15,Sun,W 17-13,,15,22,68.2,122,2,1,1,3,93.4
15,1216,MIA,2018,2018-12-23,1:00,1:00,,JAX,16,15,Sun,L 7-17,,15,22,68.2,121,1,1,3,25,78.0
16,1217,MIN,2015,2015-09-27,1:02,12:02,,SDG,3,3,Sun,W 31-14,,13,24,54.2,121,0,1,0,0,50.9
17,1218,NYG,2017,2017-12-31,1:00,1:00,,WAS,17,16,Sun,W 18-10,,10,28,35.7,121,1,1,2,11,46.9
18,1219,BAL,2017,2017-10-26,8:25,8:25,,MIA,8,8,Thu,W 40-0,,13,22,59.1,121,2,0,0,0,104.5
19,1220,SFO,2018,2018-10-21,4:25,1:25,,LAR,7,7,Sun,L 10-39,,15,27,55.6,121,1,2,7,49,48.5
21,1221,TEN,2019,2019-09-15,1:00,12:00,,IND,2,2,Sun,L 17-19,,19,28,67.9,119,1,0,4,35,88.2
22,1222,PHI,2018,2018-09-06,8:20,8:20,,ATL,1,1,Thu,W 18-12,,20,35,57.1,119,0,1,2,13,52.0
23,1223,SFO,2015,2015-10-04,4:25,1:25,,GNB,4,4,Sun,L 3-17,,13,25,52.0,119,0,1,6,41,48.6
24,1224,NWE,2018,2018-12-23,1:00,1:00,,BUF,16,15,Sun,W 24-12,,13,25,52.0,117,1,2,1,9,44.9
25,1225,NYJ,2018,2018-11-11,1:00,1:00,,BUF,10,10,Sun,L 10-41,,17,34,50.0,116,0,2,3,19,33.5
26,1226,TEN,2017,2017-12-31,4:25,12:00,,JAX,17,16,Sun,W 15-10,,12,21,57.1,116,1,0,3,18,88.6
27,1227,SFO,2016,2016-12-11,4:05,1:05,,NYJ,14,13,Sun,L 17-23,OT,15,26,57.7,116,1,0,2,17,81.6
28,1228,MIA,2018,2018-12-02,1:00,1:00,,BUF,13,12,Sun,W 21-17,,16,24,66.7,115,3,1,3,22,99.8
29,1229,STL,2015,2015-12-13,1:02,12:02,,DET,14,13,Sun,W 21-14,,14,22,63.6,114,0,1,1,10,57.8
30,1230,DAL,2017,2017-11-19,8:30,7:30,,PHI,11,10,Sun,L 9-37,,18,32,56.3,113,0,3,4,32,24.6
31,1231,SFO,2016,2016-10-23,4:05,1:05,,TAM,7,7,Sun,L 17-34,,16,34,47.1,113,1,1,4,30,52.7
32,1232,HOU,2017,2017-09-10,1:00,12:00,,JAX,1,1,Sun,L 7-29,,19,36,52.8,110,1,1,10,54,56.5
33,1233,NOR,2018,2018-12-30,1:00,12:00,,CAR,17,16,Sun,L 14-33,,14,22,63.6,110,1,1,2,8,72.2
34,1234,SEA,2018,2018-12-30,4:25,1:25,,ARI,17,16,Sun,W 27-24,,12,21,57.1,109,1,1,6,43,67.4
35,1235,IND,2019,2019-12-22,1:00,1:00,,CAR,16,15,Sun,W 38-6,,14,27,51.9,106,0,0,3,13,61.7
36,1236,OAK,2018,2018-10-14,1:00,6:00,,SEA,6,6,Sun,L 3-27,,23,31,74.2,106,0,0,6,36,78.2
37,1237,BUF,2019,2019-12-08,1:00,1:00,,BAL,14,13,Sun,L 17-24,,17,39,43.6,105,1,0,6,41,59.5
38,1238,BAL,2019,2019-12-01,1:00,1:00,,SFO,13,12,Sun,W 20-17,,14,23,60.9,105,1,0,1,0,86.3
39,1239,IND,2017,2017-12-31,1:00,1:00,,HOU,17,16,Sun,W 22-13,,15,25,60.0,104,1,0,1,10,82.7
40,1240,MIA,2018,2018-11-04,1:00,1:00,,NYJ,9,9,Sun,W 13-6,,15,24,62.5,104,0,0,4,35,72.2
42,1241,HOU,2015,2015-12-13,8:31,7:31,,NWE,14,13,Sun,L 6-27,,12,24,50.0,102,0,0,6,57,61.5
43,1242,MIN,2018,2018-12-30,4:25,3:00,,CHI,17,16,Sun,L 10-24,,20,33,60.6,101,1,0,4,31,75.4
44,1243,CHI,2018,2018-12-09,8:20,12:00,,LAR,14,13,Sun,W 15-6,,16,30,53.3,100,1,3,1,10,31.9
45,1244,NYJ,2017,2017-12-24,1:00,1:00,,LAC,16,15,Sun,L 7-14,,15,28,53.6,98,0,1,3,21,46.4
46,1245,ATL,2018,2018-12-02,1:00,1:00,,BAL,13,12,Sun,L 16-26,,16,27,59.3,97,1,0,3,34,78.8
47,1246,MIN,2019,2019-09-08,1:00,3:00,,ATL,1,1,Sun,W 28-12,,8,10,80.0,97,1,0,1,1,140.4
48,1247,NWE,2016,2016-09-22,8:26,8:26,,HOU,3,3,Thu,W 27-0,,11,19,57.9,97,0,0,1,6,71.6
49,1248,PIT,2015,2015-10-01,8:26,8:26,,BAL,4,4,Thu,L 20-23,OT,19,26,73.1,96,1,0,4,28,91.2
50,1249,MIN,2015,2015-12-06,1:02,12:02,,SEA,13,12,Sun,L 7-38,,17,28,60.7,94,0,1,4,24,51.8
51,1250,DAL,2017,2017-11-30,8:25,7:25,,WAS,13,12,Thu,W 38-14,,11,22,50.0,93,2,0,1,9,91.7
52,1251,BUF,2017,2017-12-10,1:00,1:00,,IND,14,13,Sun,W 13-7,OT,7,16,43.8,92,1,1,0,0,57.3
53,1252,DAL,2015,2015-11-01,4:25,3:25,,SEA,8,7,Sun,L 12-13,,13,26,50.0,91,0,0,1,6,58.3
54,1253,BUF,2016,2016-09-25,1:02,1:02,,ARI,3,3,Sun,W 33-18,,14,25,56.0,89,0,1,4,30,46.9
55,1254,BUF,2017,2017-12-03,1:00,1:00,,NWE,13,12,Sun,L 3-23,,15,34,44.1,85,0,1,4,30,39.1
56,1255,CHI,2017,2017-10-22,1:00,12:00,,CAR,7,7,Sun,W 17-3,,4,7,57.1,85,0,0,4,22,100.3
57,1256,CHI,2017,2017-12-03,1:00,12:00,,SFO,13,12,Sun,L 14-15,,12,15,80.0,85,1,0,2,17,112.5
58,1257,CLE,2016,2016-12-11,1:00,1:00,,CIN,14,13,Sun,L 10-23,,12,28,42.9,85,0,1,3,19,35.6
59,1258,CHI,2017,2017-09-24,1:00,12:00,,PIT,3,3,Sun,W 23-17,OT,15,22,68.2,84,1,1,2,17,71.0
60,1259,MIA,2015,2015-12-06,1:03,1:03,,BAL,13,12,Sun,W 15-13,,9,19,47.4,82,1,0,1,4,77.1
61,1260,MIN,2019,2019-12-23,8:15,10:15,,GNB,16,15,Mon,L 10-23,,16,32,50.0,82,1,1,5,40,53.6
63,1261,BAL,2019,2019-12-29,4:25,4:25,,PIT,17,16,Sun,W 28-10,,11,21,52.4,81,0,1,3,15,42.0
64,1262,SFO,2015,2015-10-22,8:26,5:26,,SEA,7,7,Thu,L 3-20,,13,24,54.2,81,0,0,6,43,61.3
65,1263,BUF,2018,2018-10-07,1:00,1:00,,TEN,5,5,Sun,W 13-12,,10,20,50.0,79,0,1,1,3,39.4
66,1264,GNB,2017,2017-10-22,1:00,12:00,,NOR,7,7,Sun,L 17-26,,12,25,48.0,79,0,1,1,8,38.6
67,1265,MIA,2017,2017-10-08,1:00,1:00,,TEN,5,4,Sun,W 16-10,,12,27,44.4,78,1,1,1,14,48.5
68,1266,LAR,2016,2016-12-24,4:25,1:25,,SFO,16,15,Sat,L 21-22,,11,24,45.8,78,1,2,4,12,33.0
69,1267,WAS,2019,2019-10-06,1:00,1:00,,NWE,5,5,Sun,L 7-33,,18,27,66.7,78,0,1,6,44,54.7
70,1268,GNB,2017,2017-12-03,1:00,12:00,,TAM,13,12,Sun,W 26-20,OT,13,22,59.1,77,0,1,2,7,47.0
71,1269,NYJ,2019,2019-10-21,8:15,8:15,,NWE,7,6,Mon,L 0-33,,11,32,34.4,73,0,4,1,13,3.6
72,1270,TEN,2016,2016-12-11,1:00,12:00,,DEN,14,13,Sun,W 13-10,,6,21,28.6,73,0,0,2,15,41.6
73,1271,LAR,2016,2017-01-01,4:25,1:25,,ARI,17,16,Sun,L 6-44,,17,28,60.7,71,0,2,7,72,35.4
74,1272,SEA,2017,2017-12-17,4:05,1:05,,LAR,15,14,Sun,L 7-42,,14,30,46.7,71,1,0,7,71,64.6
75,1273,WAS,2018,2018-12-30,4:25,1:00,,PHI,17,16,Sun,L 0-24,,13,28,46.4,68,0,1,4,30,38.4
76,1274,JAX,2018,2018-11-18,1:00,1:00,,PIT,11,10,Sun,L 16-20,,10,18,55.6,64,0,0,6,40,63.2
77,1275,SEA,2018,2018-12-10,8:15,5:15,,MIN,14,13,Mon,W 21-7,,10,20,50.0,60,0,1,2,12,35.4
78,1276,HOU,2017,2017-12-25,4:30,3:30,,PIT,16,15,Mon,L 6-34,,8,17,47.1,51,1,1,7,42,48.9
79,1277,TEN,2018,2018-10-14,4:25,3:25,,BAL,6,6,Sun,L 0-21,,10,15,66.7,51,0,0,11,66,71.8
80,1278,WAS,2019,2019-10-20,1:00,1:00,,SFO,7,7,Sun,L 0-9,,9,12,75.0,50,0,0,3,27,81.9
81,1279,LAR,2019,2019-10-13,4:05,1:05,,SFO,6,6,Sun,L 7-20,,13,24,54.2,48,0,0,4,30,59.7
82,1280,JAX,2018,2018-12-16,1:00,1:00,,WAS,15,14,Sun,L 13-16,,9,17,52.9,20,0,1,6,37,34.2
